t,x1,x2,x3,prev_price
0,1.1458728106450804,0.40485129336291875,1.2841058106041945,166.07542179694798
1,-1.0113586399015029,-0.7736875187268384,-0.19282434848037072,187.4613514973872
2,-1.1086096518100086,-0.2790897203551066,-0.8202269564481661,163.77421057380576
3,-1.2123150712170867,0.3518199973998289,-2.0396023417870195,173.47036233572118
4,0.7224807186568741,0.31692493753772827,0.6361172952330286,164.05673476177623
5,0.6517940511553155,0.15648767326583393,-0.7513850169331414,166.87531555217234
6,2.008729738059773,-0.35414332984054947,-0.7363834385739519,176.3060796063616
7,-1.8798532195896596,-0.06745721390558461,0.23293628033430588,187.4855019282759
8,-0.5655346877097559,0.161555615524177,-0.17923828453460816,164.17361548849948
9,-0.30619709280737856,-0.7778852951397963,-0.3474322778854223,167.0159045487684
10,-0.03181553958272432,0.1423139011486844,1.3409192397972798,172.38564191186074
11,-0.16412245962937233,0.6105930557671108,-1.3762640921796223,177.22931025228462
12,0.22136890501858958,1.1452165567553012,1.2795605815921824,182.18475319302095
13,-1.105762521822207,-1.1902897896619966,0.11381922089807946,171.26563270678423
14,-0.812307071170801,0.29505930036130096,0.23156752935328762,160.1464753303615
15,-1.20041594848659,1.9319682792696455,1.2542679491730113,165.717533368182
16,-0.20180519602205485,-0.9385934058937525,0.426688355403419,185.20323300409476
17,-0.784048643731838,-0.10999906914986378,1.1854363449151144,192.85490568617624
18,-0.5558958189475774,0.5369367007489748,-1.1410051882656722,184.3010607943486
19,0.5617847638189307,-0.21096085182532967,0.7768271812669503,183.012083081541
20,0.4514246030377232,-0.3579576441859954,0.7153994437887564,172.90987019837794
21,-0.26602608488976887,0.6573329328891311,0.061818672865543614,175.71919957374402
22,0.05973444070601567,0.5822867548246041,-0.006240306926559385,163.61558565898594
23,-1.1725337861360605,-2.0967172240080085,0.6225941063360098,168.74782112487938
24,0.31579497702198184,-2.145699201147419,-0.16803271211580598,180.23691823510111
25,1.1544935713492395,1.0324182731351745,-0.5246765992731147,187.28983781403446
26,-0.9306580232025417,0.049784535811972126,0.787841778279194,176.53470290875632
27,1.3312610935137732,0.4842427081405047,1.7192804945707263,174.76391192452837
28,0.3995603575223318,0.3782109625761172,-1.8551495373935791,170.91603764537422
29,0.140818932634224,-0.6822763667020906,0.675308049282956,173.33461619973247
30,1.175041987046628,-0.22001973031652633,0.2256887183630344,184.8849807433666
31,-0.21708999599856849,-1.6296239643509842,-0.6406939626377938,187.97355916439034
32,-0.019522504486826204,-0.9922596955467899,1.3065565575695692,166.3533672449241
33,-0.6655208223734899,0.11599121052782085,-1.3613991823205078,169.558373011203
34,-1.7584826330195937,-1.8601212665592446,0.5688667704720359,161.66980483649772
35,0.11244705168259823,0.10470576002089128,-0.7188323091575191,202.03666013686055
36,0.5584130628429297,1.7081077865207457,-0.6172495694544687,198.0733726838098
37,1.808061263748164,0.049409744859335115,-1.933014692604341,176.88434838860317
38,-0.15552526430682373,-0.1619648853979824,-0.5255473837957311,161.22038268032742
39,-0.3075962519852933,0.22140688359117097,0.363772249347388,170.1685656805204
40,0.2835452269163051,1.1255147698393222,-1.6041520048205125,155.83120298180845
41,0.022436197522646553,-1.129663269230351,-0.09396434109168302,178.763745732314
42,1.5099937307389384,-0.4654210003391933,0.3670704555699189,163.11503237368643
