p,prev_price,t,x1,x2,x3
176.2798922514495,176.78550098616654,1,-2.870135089111038,0.6244598693162323,-0.12423504250709473
176.34678378947757,176.2798922514495,2,0.18018446521772225,-1.384886241695604,0.6392799832307817
177.09363877024614,176.34678378947757,3,1.2619336565034367,1.4996490703646859,0.7191677749390987
176.6781274097492,177.09363877024614,4,1.1514212255641574,-0.38525815085625875,-2.303481941562957
176.54550873531952,176.6781274097492,5,0.6572182825200611,0.7694127912247828,1.7583515330436505
176.4676650739553,176.54550873531952,6,-0.5236158384932679,0.3018934487917772,0.71067903391788
177.33281074898892,176.4676650739553,7,-0.48851602442117653,1.3852855027414357,0.3554667904176027
177.21784743440566,177.33281074898892,8,0.17504280212048262,-0.45947354531214446,-0.2398765209893239
177.91791932557155,177.21784743440566,9,0.7425205890340302,1.2867496837833354,-1.4771495032262745
177.7761222205914,177.91791932557155,10,-0.028830557807144185,-1.126306367611312,-0.1532748537075603
177.56651802772035,177.7761222205914,11,0.36461325591719795,-0.6741684177070736,-1.265519670608545
177.726370197329,177.56651802772035,12,-0.310935298979194,-0.6736715019994363,0.23835808956851348
177.80477551934447,177.726370197329,13,-0.8891763207649456,1.0580296403329479,-0.7449815016149895
177.7691764983741,177.80477551934447,14,0.016817913420016938,-0.7755049630193176,0.06272946209699416
179.10219642318512,177.7691764983741,15,0.18981529093927058,2.210657751497562,0.49108553747256867
179.09125778532348,179.10219642318512,16,-0.054570844244261195,0.6245646595927928,-1.2793563175740335
180.1349364888681,179.09125778532348,17,0.8348283045398434,2.0180099593365863,1.0849059002456356
179.96667797472543,180.1349364888681,18,-1.3904791451066463,0.16812440722863795,1.1272103153624444
179.96440123991596,179.96667797472543,19,-0.49929422865756173,-0.30022952331836883,-0.6366739339316113
180.08576549470018,179.96440123991596,20,-0.6928717477573658,0.6031760920880509,1.0582389172937376
180.04437196023503,180.08576549470018,21,1.2773186510765082,0.5058849631602703,1.7550122060238673
179.2195923040713,180.04437196023503,22,1.5283266655507273,-0.3867050067898442,-0.23629617209105808
179.07826124073395,179.2195923040713,23,0.574766546133517,-0.39925817011307774,-0.8037297106353666
178.86067542923882,179.07826124073395,24,1.5637113184456415,0.16604955356914444,0.13073197968558703
178.73947380898827,178.86067542923882,25,0.20300918116300343,-1.3295369906453927,-0.0011490842029231205
178.45661533041823,178.73947380898827,26,-0.050903444272972026,-0.6425279461257776,0.22802984681589908
178.44730622583208,178.45661533041823,27,-0.9611020905849005,0.4778925874547937,-1.053876431490773
178.98630706725157,178.44730622583208,28,0.5054303565583628,1.3690907137071797,-0.6268376613305602
180.10286755161925,178.98630706725157,29,0.46320682844136163,1.93680827029535,0.664056681137263
180.01006132408534,180.10286755161925,30,0.6830032539881639,0.31681682751807816,0.4661286614893869
180.13089890510759,180.01006132408534,31,-0.5249057604450748,0.7611879980803716,1.4225738371938212
180.09789106686063,180.13089890510759,32,-1.4140558984799902,-1.2038900531161147,-1.1120712271583795
181.03356862400548,180.09789106686063,33,0.7463256372416578,1.8909265445659755,-0.006801273478660633
181.42841515528232,181.03356862400548,34,-0.0935304018212446,0.7997429876484305,-0.2304472291393695
180.98141628880322,181.42841515528232,35,-1.982250856799548,0.040379077872763555,-1.1061763843286097
181.07823233463168,180.98141628880322,36,-1.1042689577158145,1.5032345484080327,0.841980742643929
181.4762467104162,181.07823233463168,37,0.6771129987119785,1.1289326269591597,1.2508994575139276
181.48190912349767,181.4762467104162,38,-0.9933737137167572,-1.4502421730126942,-0.4696267314140684
181.62147383419804,181.48190912349767,39,0.2975717564992295,0.5952530176866391,1.4555433115241014
181.8146120292858,181.62147383419804,40,0.24454218640850423,-1.180306596208577,-1.542546580467696
181.06935024504358,181.8146120292858,41,1.3868799915953005,-0.6206131160508318,0.6532199576520185
181.26680244541296,181.06935024504358,42,-0.8691660902248708,-0.5151279225616412,-0.790646469872653
181.24502207780196,181.26680244541296,43,0.3855260547347731,0.4985712920272571,-0.7060362807639818
180.88819516563262,181.24502207780196,44,1.2630622130758038,-0.5382817897266627,0.2551409001940592
180.62798579747243,180.88819516563262,45,0.5188947553997799,-0.6762018838305743,1.0429776273023612
180.97784852994042,180.62798579747243,46,1.4171814893112813,1.3661492975786882,0.9405848031882854
180.78801897046057,180.97784852994042,47,-0.08396266460920954,-0.7078657588463564,0.6524914478550671
180.88171846430612,180.78801897046057,48,-1.6977113611669177,-1.0995322857311551,0.7015210402122827
182.57096694945463,180.88171846430612,49,0.5125319819903672,2.3531547075377826,0.9348039853164032
182.29805777071522,182.57096694945463,50,1.5013532880082907,-1.3833610875822469,1.064471171960574
182.1194712775525,182.29805777071522,51,0.7362370690969436,0.20454497752090936,0.9861260765148326
182.04279224017557,182.1194712775525,52,-0.11013852685044213,0.11313866906842808,-0.2132941709301291
182.48656117432088,182.04279224017557,53,-1.9209978844384243,-2.5909746129825395,3.495398546280153e-05
182.25732190946613,182.48656117432088,54,0.3771176014341101,0.05920613298639919,1.841452906123714
182.31546841148145,182.25732190946613,55,0.5609680384070964,0.6231755302080574,0.5873484676569962
182.8215403561843,182.31546841148145,56,0.9025361863856802,-2.6953463788916934,0.10501564914688956
182.91317064293813,182.8215403561843,57,0.1715263288888817,0.3648796039911565,-0.5823497862235473
183.00392914436844,182.91317064293813,58,0.38477706461014277,0.1522568906219223,-0.8529088475750983
182.96410856968538,183.00392914436844,59,-2.1681271965327342,1.7092077115149211,-0.38943318776387364
182.5320737980386,182.96410856968538,60,0.9581037317364377,-0.3909887287678226,1.173516859844715
182.6076059563056,182.5320737980386,61,-1.9474746238894223,1.5789883452288462,0.9369211148706286
182.63245261445,182.6076059563056,62,-1.7586921557345734,0.45494543887420413,-0.29365725727299685
182.88573845991016,182.63245261445,63,-0.9441197655421608,0.7248717594252495,-0.637700073430392
182.35336018888083,182.88573845991016,64,0.6586047279046002,-0.3454546516106749,-0.9007152980007265
182.76447384901377,182.35336018888083,65,-0.5400518076859282,-1.8557930950852897,1.7644611055968293
182.6515816179862,182.76447384901377,66,0.9755903955446749,0.5380551942362914,0.6490037254337955
182.74071686017544,182.6515816179862,67,-1.351454174747947,0.057156572136042194,0.3794527544816676
183.53831899398025,182.74071686017544,68,-0.0037448482302170835,1.6739810634267147,1.5486511952021595
183.56456883841875,183.53831899398025,69,0.06865548135923515,-1.818937689233824,0.6919586359236004
183.1217808795727,183.56456883841875,70,0.9672495534590777,-0.19167820445287503,-1.6063397586262358
183.400615776401,183.1217808795727,71,-0.026052073487764192,1.1005377651472146,-0.5332273209391737
183.48313751267176,183.400615776401,72,-1.348211428166638,-1.2584115091422774,-1.2678952956280818
183.2197509922297,183.48313751267176,73,-1.4838629812426714,-0.48888915121817167,-0.6776082809725537
183.1033130814646,183.2197509922297,74,0.23371698204852803,-1.0689717950835997,-1.2037441367722712
183.1346213845652,183.1033130814646,75,-0.09800173229671875,0.39808396946860364,0.4864677596844623
183.0169677116889,183.1346213845652,76,-2.0093169832872033,-1.072176172509411,-0.8858812843304247
182.7160243349421,183.0169677116889,77,0.35181538977704346,0.2806659164459847,1.3532714828172958
182.5700858625567,182.7160243349421,78,-0.8101221330427465,-0.46526503522041734,-0.13733113985933332
183.63677863237842,182.5700858625567,79,-0.7609083358922625,2.176494437985347,-1.0441605695620089
184.16541933203413,183.63677863237842,80,0.42246767629371634,1.2853842330733174,0.6346493104184833
184.40195991592637,184.16541933203413,81,0.15634295984061702,0.43412704898089965,-0.41484827886279313
184.5199915541013,184.40195991592637,82,-0.40480411450861586,0.262152081012832,0.8769018405769157
184.12378452810086,184.5199915541013,83,1.0169243753689698,0.16731645563596564,0.4227144370585815
184.09335590194044,184.12378452810086,84,-1.215084364631956,0.5464080090789476,0.17242543307623528
183.49645668169924,184.09335590194044,85,1.1852848186962621,0.046982260582896056,0.36595523916400735
183.28118100094542,183.49645668169924,86,-0.8232643708352321,-0.5224936560627425,-0.033064136411186655
183.29191093981072,183.28118100094542,87,0.6821785444420383,0.4795486211912901,-0.9339965382235013
183.0023296867697,183.29191093981072,88,0.609999476071872,-0.9858912313728487,-0.539706957354384
182.87781266679244,183.0023296867697,89,-0.7635568750098992,-0.1253785643063196,0.12035066222818917
182.49235503131555,182.87781266679244,90,0.7010973697179379,-0.126718198229874,2.051980776020478
182.4608333491887,182.49235503131555,91,0.5491580237461272,0.32788366576630334,-0.6524655056381979
182.18637025757081,182.4608333491887,92,-0.19355047360363603,-0.025542380487409422,-0.4980850227634273
181.87043591231142,182.18637025757081,93,0.7759786738420567,-1.692140112567901,-0.7033504938117435
181.95641488081606,181.87043591231142,94,-1.3520864145998657,-1.456390848965769,-0.8427192582692447
181.61523483425972,181.95641488081606,95,-1.5326346538462159,-0.452733892065167,1.3486514306934965
180.94769310491574,181.61523483425972,96,1.6383294891705094,-0.8807579869542979,-0.6660939572798974
181.07977409686836,180.94769310491574,97,0.0808442033041454,-2.037551723624931,1.7108652929877903
180.8629772641662,181.07977409686836,98,0.03479526302431986,-0.6049706195721418,-0.4749292764089063
181.0466689976885,180.8629772641662,99,-1.047720008707499,1.1286493773289845,1.587419488948275
181.17156225631985,181.0466689976885,100,0.49591373905285085,-1.6327878604883297,-1.2902071511175799
180.91910116650735,181.17156225631985,101,0.5530959304770406,-0.662027966570183,0.012484467775046687
180.8296653694325,180.91910116650735,102,-1.4334024511768921,0.9135425624155398,0.4953133728406291
180.2294045353848,180.8296653694325,103,1.2086213783753934,-0.5238677162448442,-0.7196197590837679
180.65886396935707,180.2294045353848,104,-0.4595760216900356,1.3229066212834164,0.18944610446127547
180.47463903466164,180.65886396935707,105,0.4901531514816381,-0.12950808578044617,0.3175499278883609
180.3004270928521,180.47463903466164,106,0.7857210147419881,-1.318455226072104,0.7187374273339605
180.1648060033532,180.3004270928521,107,-0.6919229649665928,-0.0006336083348498493,0.9752214815340733
180.0216541902946,180.1648060033532,108,-0.477109124722122,0.10617917898947754,-1.786861278675182
180.0426629896281,180.0216541902946,109,-0.15247991971556404,0.44665738821149426,0.385773364313822
179.98897162146142,180.0426629896281,110,0.32398407162033854,-1.2130188829831623,-0.130208642059455
180.27149754494542,179.98897162146142,111,-0.2520518856405534,0.9608587246359929,-1.36359812396459
180.762992247197,180.27149754494542,112,-0.6480596071370817,-2.2195700315316653,-0.05295191756215711
180.59208924107332,180.762992247197,113,0.555189325005632,0.31905484851264154,-0.0065614531412134455
180.92077796321246,180.59208924107332,114,-0.4161437341034278,-1.809979790754125,-0.9359885714910146
180.79648495969596,180.92077796321246,115,-2.1296695205296285,-0.8760043778098142,1.361705036749924
180.83709721009043,180.79648495969596,116,0.5668432655240022,-0.025841420952278187,0.3093665518826602
181.22948014406072,180.83709721009043,117,0.17673393757033962,-2.4458590963942224,-0.4567280692708146
181.38329576888952,181.22948014406072,118,-1.35541654906172,0.9468707116385432,-1.2582881909794876
182.7633712577719,181.38329576888952,119,0.581963044050536,2.053023221855593,-0.9650656845186408
182.73137932431507,182.7633712577719,120,-0.8050278490640536,-0.46597946686508274,0.2904840399697794
182.80470838493315,182.73137932431507,121,0.9218557063622921,0.7780211851966293,-0.3944016996269001
183.01535628998639,182.80470838493315,122,-1.3132542606793154,0.7634585208469747,-0.6657832771554706
183.0905462441447,183.01535628998639,123,-1.0220999687398593,0.18795584046943092,0.7166133635638032
182.90028060310058,183.0905462441447,124,-0.0034866197496530972,0.08161545521436347,-1.269037871661592
182.70580980998793,182.90028060310058,125,0.23860483964730728,-0.3055441675565698,0.1261496424554171
182.6964103436718,182.70580980998793,126,-0.7779634089739893,0.4522213440981051,-0.14563185960335875
182.8676190771544,182.6964103436718,127,-0.407813961738032,-1.1430859939373548,1.101821352020745
182.25117548701567,182.8676190771544,128,0.962451687200196,-0.32551491937121874,-0.006475372458538792
182.2418869536158,182.25117548701567,129,-0.19625674184289127,0.5200186761828646,0.4976880387600955
183.23399367163012,182.2418869536158,130,-1.3122675230735024,2.0371302300983074,-2.194677868445396
182.9649526180035,183.23399367163012,131,-0.701409343376102,-0.05548521276456196,0.34548666900680325
182.94928475978583,182.9649526180035,132,0.0659182964281259,-1.3915606098978879,-1.1728664093505687
182.8904543657796,182.94928475978583,133,-1.0156590697937684,-0.7270800331178592,-0.10449827717237793
183.00701565240252,182.8904543657796,134,0.03194352303971077,0.535095141160149,1.039709724505886
182.6264268643486,183.00701565240252,135,0.7154609293887589,-0.8555475679357942,0.5899378765989041
182.85004309097874,182.6264268643486,136,0.31603745176107856,0.637994102696051,-0.6025339538990966
182.63986477357466,182.85004309097874,137,0.19725174530260156,-0.4649453691364687,0.6472114149455191
182.89961445301066,182.63986477357466,138,-1.2700351639121688,0.9653959001152634,-0.3628310243485707
182.79883128545126,182.89961445301066,139,1.4108456337170967,0.5547259639014193,0.6896762292365377
182.352968248877,182.79883128545126,140,0.5306724190172403,-0.16253341937755555,-0.2636567088845279
182.1199590322814,182.352968248877,141,0.5794824342720136,-0.31909711588113954,-0.8308265318944277
181.6568797962988,182.1199590322814,142,0.8706063341203427,-0.6824846643072547,-0.3900770213316562
182.33538738219625,181.6568797962988,143,-0.1383988244321822,-2.315098790999588,-0.39122068576815944
182.25956961716108,182.33538738219625,144,-1.4238059800432674,-0.35217720526722035,0.023456461801006058
183.37467481244474,182.25956961716108,145,1.6317141968082338,2.096011623168324,0.42371985082961255
183.29958268738667,183.37467481244474,146,-0.8523697223983328,0.35503691007962496,0.3867909153188427
183.78422410201023,183.29958268738667,147,-0.9369997403323935,1.3208569055598107,-0.9164935449147381
183.65394776735803,183.78422410201023,148,-0.4741327153606574,0.11299975970829661,-0.36607632120666445
183.74424415142678,183.65394776735803,149,0.3508912574585769,1.001933071636325,0.3532526303650133
183.42624285814304,183.74424415142678,150,0.5346772018542623,0.19379395733667346,-0.34399543647836106
184.37155445767328,183.42624285814304,151,0.4679070762557051,1.804949557085997,-2.027528938374427
184.38287911425547,184.37155445767328,152,-0.29167974576141886,-0.9454467133088738,-1.2847654055139832
184.24904310122184,184.38287911425547,153,0.4411232090589039,-1.2371530929390708,-1.1480201556587415
184.15236019733283,184.24904310122184,154,0.3602379394697447,0.3920792291934958,0.3016220739633773
182.92661299384613,184.15236019733283,155,3.322314888046283,0.14438332060946352,0.5710954619082187
182.9309123273776,182.92661299384613,156,-0.6264099459034054,-0.07546965650350365,-0.5025030379129395
182.52770620214423,182.9309123273776,157,1.2891774559800215,-0.7394535625324099,-0.2849336421723164
182.54840582823206,182.52770620214423,158,-0.23275309250108225,0.06798292101432427,-0.3469983704138859
183.06376372377184,182.54840582823206,159,0.3472420924109032,1.4174942992763315,-0.05442001456884946
183.60369805249542,183.06376372377184,160,-0.7586178227743371,1.5903594895434856,-1.196387616979772
184.09058213979463,183.60369805249542,161,0.3884107778541077,0.9419622447499296,-0.07097956297258255
184.37992577463717,184.09058213979463,162,-0.38212772761067315,0.1990982780171985,0.327446573616722
184.18829466138695,184.37992577463717,163,-0.003360014240108679,-0.27846821922514325,0.27384480455232446
184.13067918674636,184.18829466138695,164,0.15206592596295687,0.8153284192476972,-0.08224002866085346
183.91354143837108,184.13067918674636,165,-1.760962057652112,0.25888423246924414,-1.0899691780176726
183.6496257529373,183.91354143837108,166,0.8409239851751005,-0.35199690910527875,-1.7325817594693105
183.64480916467411,183.6496257529373,167,0.5396685217054346,1.0434555904938516,-2.102550324824644
183.28269577346575,183.64480916467411,168,-2.1180366119781815,0.7580377024362612,2.2520959485485794
183.0393113461612,183.28269577346575,169,-2.204813850276435,-0.6204527814770097,-0.427295807607252
184.07331048638054,183.0393113461612,170,-0.6578180448166167,2.0867708189979144,-0.12017229909863766
184.31131538098833,184.07331048638054,171,-0.3906293122631928,0.9679314439837972,0.3949348857707158
185.53364016731368,184.31131538098833,172,-0.2322584124111933,2.33363131165913,0.337734728093479
184.97883698375705,185.53364016731368,173,1.6222652796424413,-1.3969407874017417,-0.07025855758021397
184.84553498932345,184.97883698375705,174,0.20769028449386254,-0.5390559917559465,0.578311970984424
185.7254004395529,184.84553498932345,175,0.7650175292859746,1.8018179405852413,-0.7419132661342148
184.96120941763417,185.7254004395529,176,1.8099061736815778,-0.8260700663210815,0.605262965336176
184.85132306948964,184.96120941763417,177,1.1662203353247704,0.4728489277869555,0.4885457068004251
184.5450348465047,184.85132306948964,178,0.7358357149744713,0.3713500814234609,1.4607545102550825
184.50966784436213,184.5450348465047,179,0.6900991990465156,-1.5341101249384579,0.9202172819154381
184.29066267711528,184.50966784436213,180,0.426031729291666,0.25227749547232775,0.24441615473904554
184.3640819730962,184.29066267711528,181,0.2940180044391045,-0.21774729029977874,0.09748771345645904
183.56267253577127,184.3640819730962,182,1.849229014772834,-0.5287136419491626,-0.09225390015497444
183.9048943878023,183.56267253577127,183,-0.4033991947551225,-1.9225439497198427,0.09301640360366947
184.33505883885212,183.9048943878023,184,1.1592713202612852,1.3181652700347215,0.14328287496994416
184.35867522698175,184.33505883885212,185,0.32388797721840396,0.41454697977918514,-1.231996202050398
184.981314773925,184.35867522698175,186,-0.2925606904225917,1.695670195365922,-0.18088860232427634
185.30495983820518,184.981314773925,187,-1.0691982249429661,-0.6026811208337978,0.3889635116295213
185.96266852176674,185.30495983820518,188,-0.7923497596438516,1.684499499711044,-0.6355156762578893
186.2805041135842,185.96266852176674,189,1.0451687457207541,1.4820918343600018,-0.7049801484184658
185.98543098278003,186.2805041135842,190,0.3090644179380285,-1.2484963701156413,-1.0834247012565084
185.9571808191794,185.98543098278003,191,-0.7006614849499009,-1.0871002331529258,-0.07977044593396783
186.09148293329454,185.9571808191794,192,-0.8003304266411504,0.5090481557776758,0.20010410694346323
185.84406513045812,186.09148293329454,193,0.2823125504037265,-0.4504551375379685,-0.6231758228514506
186.0904060089217,185.84406513045812,194,1.1517809532176828,0.7208041658969829,0.5005378831617795
186.29965712926375,186.0904060089217,195,-0.9462072393993809,1.393753237820794,0.7329930713193495
186.08691442191972,186.29965712926375,196,1.0797524961607063,-0.35277266319843575,-0.4260967583972624
185.36167622996126,186.08691442191972,197,1.396758712762116,-0.5470832036446754,-0.23461820874021638
185.32179318528225,185.36167622996126,198,-0.15047304103762207,-0.1679181664619517,0.029880544904348712
185.56172237222864,185.32179318528225,199,-0.8366242922535401,1.1626571088268938,-1.0297285344683655
185.3228407226673,185.56172237222864,200,0.19903632627860274,0.25124414729540206,-0.28423280614913726
185.17651782691226,185.3228407226673,201,-0.4423016323246989,0.6219518342095263,-0.25290601454053174
