t,x1,x2,x3,prev_price,p
1,1.263895975014447,2.642311195045416,0.3678585572185722,162.15284524154123,162.94916787180088
2,1.0453604212155287,0.5151303258522149,0.2658090595650282,162.94916787180088,163.11228867062547
3,0.5568671440406758,-1.975583107225292,0.5547078644353016,163.11228867062547,162.64425219326944
4,1.459698247557858,-0.633175568024149,1.0076000627255342,162.64425219326944,162.40981648405702
5,1.4067549069757046,0.4912187460838555,0.08666802140713542,162.40981648405702,162.45882668007874
6,0.1062035736757224,0.5800967745702297,1.7051985940780208,162.45882668007874,162.7630013786827
7,0.1083364884012046,0.37193318897737615,0.25394315432541387,162.7630013786827,162.9280250204874
8,0.6170119628753813,-1.771955801601923,1.2067485610893423,162.9280250204874,162.65762809527038
9,2.019654213719854,0.7419656242442317,0.9275868766439535,162.65762809527038,162.3721748429762
10,0.8273786711410679,1.0953303235933438,1.094696433142721,162.3721748429762,162.46354147928253
11,1.331160383870602,-0.38443310315209195,0.5927328980732496,162.46354147928253,162.3335191170161
12,0.5178857272965143,-0.3273921259960899,0.8878508519346928,162.3335191170161,162.7216959908817
13,0.511462629220515,0.20304680796813096,2.3824388377718573,162.7216959908817,162.28833218835035
14,1.314570502900683,0.8947885646610418,1.647621085404581,162.28833218835035,162.69621110251745
15,0.7350022919866156,1.8936630337357199,0.8712349702307078,162.69621110251745,162.89655371744684
16,1.4779170364492527,1.0206105803085364,0.1986760932604317,162.89655371744684,163.01751560496984
17,0.7082554460278494,0.21321179169554555,0.043151678542774255,163.01751560496984,164.07211100894406
18,0.5406014863976486,0.41109744728294606,1.616455978323089,164.07211100894406,164.85665105233443
19,0.4144332822335123,0.1269344868829011,0.7130567723543817,164.85665105233443,164.94348528711376
20,0.058732060699202185,0.1656565536317319,1.0201678533524938,164.94348528711376,165.3245719559424
21,0.010098134564527406,-0.8535455396639424,0.17315599878961366,165.3245719559424,165.74401750141598
22,1.6525518610337002,1.6701819619885867,0.5970388154459669,165.74401750141598,166.66225958647757
23,0.5077996387957576,0.12052104067660084,0.24948388462386661,166.66225958647757,166.88911553729022
24,1.6671937523644644,0.6024046613951478,0.6436953772232118,166.88911553729022,166.57461032276848
25,0.5481900803735654,-0.9790682571275332,0.28032142988364805,166.57461032276848,166.93662668300658
26,0.4594463207131965,-1.1340959631875474,1.4777955223010668,166.93662668300658,167.4104412675243
27,0.08697459211739222,-1.1326875359739423,0.5804571460316298,167.4104412675243,166.96777941029805
28,0.13892260007197385,1.8042514169085497,0.8373719985016675,166.96777941029805,168.16431186273473
29,0.9364509564103999,0.19310306077000963,0.212550744797391,168.16431186273473,169.28016829220806
30,1.0591784994279514,-1.7294792228150686,0.48640857817558325,169.28016829220806,169.55657206676383
31,0.20677141517777503,0.09827062383076926,0.5648628105697819,169.55657206676383,170.5206167640222
32,0.01227221903082374,0.4219865193269809,0.8732949183473733,170.5206167640222,171.00757423557604
33,0.5956187542423333,-0.44670524387880134,0.1143475346521326,171.00757423557604,171.82603658168065
34,2.1192151027370976,0.012644619759997696,1.5782587855219914,171.82603658168065,172.3533980634387
35,1.5298434692922196,1.8197839579662223,0.050428129454427074,172.3533980634387,173.28127679196757
36,0.025997300913854535,-0.16948538390038792,0.9510466483534051,173.28127679196757,173.27117280564687
37,1.1040019235025436,0.5849977956536959,0.43487724024925334,173.27117280564687,174.20058289853696
38,0.4623762274997549,-0.12299638444286017,0.34922914629558405,174.20058289853696,173.9994702758215
39,0.28122550292200543,0.4829564603152222,0.6237317854369235,173.9994702758215,174.59530055136736
40,0.38606988982489426,-1.00721581833624,0.9706056660712374,174.59530055136736,174.9257957203704
41,1.5735126283340852,-1.7322883459051692,0.1894060129868193,174.9257957203704,173.96202072490792
42,0.11978584102345079,0.18221460054120728,0.5709862543312577,173.96202072490792,173.61289575619531
43,0.7725827364573785,0.6902380844332971,0.6238672607907653,173.61289575619531,174.2722594771996
44,0.14195533419603845,-0.6739549600864653,0.33987840238266553,174.2722594771996,174.5296517006941
45,0.39813949490882133,-0.11891782379528999,0.04374900081050508,174.5296517006941,174.350147449419
46,0.1996480540564714,1.0721287415130343,1.3452664233479152,174.350147449419,174.49322867580398
47,0.4425494060123023,-1.5417913209832204,1.0557302269844966,174.49322867580398,173.57722870966347
48,0.03686983534021262,0.7076550319307361,1.365642993539484,173.57722870966347,173.99982798691727
49,1.1581108513106975,-0.17275204050496448,1.7149315106959397,173.99982798691727,174.25376890012149
50,0.22496619824778602,0.4947987470616409,1.68091030305266,174.25376890012149,174.5639327790245
51,0.6788554534621212,0.5480231182598682,0.615016154924488,174.5639327790245,174.7268010288045
52,1.500421071927468,1.0982416760899594,0.7433546507918426,174.7268010288045,174.84493002461508
53,1.2336666392350164,-0.35341104352480274,0.5501794084303216,174.84493002461508,174.5015404068469
